Period\Unit:,[Chinese yuan renminbi ],[Indian rupee ]
03-09-2020,8.0802,86.8615
02-09-2020,8.0976,86.8225
01-09-2020,8.1739,87.4085
31-08-2020,8.1711,87.4685
28-08-2020,8.1749,87.2125
27-08-2020,8.1323,87.2655
26-08-2020,8.1262,87.613
25-08-2020,8.1671,87.7165
24-08-2020,8.1897,87.772
21-08-2020,8.1483,88.198
20-08-2020,8.1985,88.992
19-08-2020,8.2472,89.316
18-08-2020,8.2407,88.879
17-08-2020,8.2262,88.6895
14-08-2020,8.21,88.468
13-08-2020,8.2187,88.564
12-08-2020,8.1758,88.051
11-08-2020,8.1857,87.862
10-08-2020,8.2003,88.1125
07-08-2020,8.2238,88.633
06-08-2020,8.2325,88.765
05-08-2020,8.2277,88.709
04-08-2020,8.2157,88.3805
03-08-2020,8.19,88.1805
31-07-2020,8.2637,88.6355
30-07-2020,8.224,87.94
29-07-2020,8.2067,87.694
28-07-2020,8.2041,87.714
27-07-2020,8.2344,87.885
24-07-2020,8.1453,86.866
23-07-2020,8.1057,86.577
22-07-2020,8.0999,86.288
21-07-2020,7.9982,85.3805
20-07-2020,7.9992,85.6355
17-07-2020,7.9975,85.67
16-07-2020,7.9861,85.8555
15-07-2020,7.9975,85.971
14-07-2020,7.9805,85.7725
13-07-2020,7.9309,85.216
10-07-2020,7.8952,84.841
09-07-2020,7.923,85.0455
08-07-2020,7.9163,84.6455
07-07-2020,7.9287,84.4645
06-07-2020,7.9498,84.4535
03-07-2020,7.931,83.821
02-07-2020,7.9759,84.354
01-07-2020,7.9151,84.622
30-06-2020,7.9219,84.6235
29-06-2020,7.9841,85.192
26-06-2020,7.9298,84.8215
25-06-2020,7.9206,84.712
24-06-2020,7.9772,85.3285
23-06-2020,7.9944,85.438
22-06-2020,7.9348,85.2585
19-06-2020,7.9332,85.352
18-06-2020,7.9545,85.673
17-06-2020,7.9602,85.5505
16-06-2020,8.0041,86.048
15-06-2020,7.984,85.5275
12-06-2020,7.999,85.7875
11-06-2020,8.025,86.057
10-06-2020,8.0305,85.903
09-06-2020,8.0025,85.3085
08-06-2020,7.9836,85.241
05-06-2020,8.0349,85.63
04-06-2020,8.0066,84.932
03-06-2020,7.9599,84.5055
02-06-2020,7.9413,84.039
01-06-2020,7.9327,83.938
29-05-2020,7.9456,84.1025
28-05-2020,7.8804,83.4635
27-05-2020,7.8682,83.245
26-05-2020,7.8269,82.927
25-05-2020,7.7856,82.7925
22-05-2020,7.7797,82.7265
21-05-2020,7.8153,83.0545
20-05-2020,7.7806,82.8635
19-05-2020,7.7816,82.8535
18-05-2020,7.7068,82.1435
15-05-2020,7.6759,81.9885
14-05-2020,7.6655,81.592
13-05-2020,7.7102,81.8825
12-05-2020,7.6933,81.593
11-05-2020,7.6783,82.096
08-05-2020,7.6719,81.9615
07-05-2020,7.6427,81.7685
06-05-2020,7.6707,81.9815
05-05-2020,7.6575,82.1435
04-05-2020,7.7275,82.787
30-04-2020,7.6665,81.6108
29-04-2020,7.6723,82.0215
28-04-2020,7.6977,82.522
27-04-2020,7.686,82.6195
24-04-2020,7.6455,82.366
23-04-2020,7.6259,81.94
22-04-2020,7.6964,83.1685
21-04-2020,7.6888,83.376
20-04-2020,7.6819,83.1435
17-04-2020,7.6821,83.0565
16-04-2020,7.6991,83.705
15-04-2020,7.6998,83.414
14-04-2020,7.7366,83.494
09-04-2020,7.6709,82.9275
08-04-2020,7.6818,82.873
07-04-2020,7.6802,82.252
06-04-2020,7.6519,82.106
03-04-2020,7.6476,82.216
02-04-2020,7.7387,83.326
01-04-2020,7.7653,83.6004
31-03-2020,7.7784,82.8985
30-03-2020,7.8337,83.5
27-03-2020,7.7894,82.8695
26-03-2020,7.7675,82.5345
25-03-2020,7.6844,82.699
24-03-2020,7.6549,82.358
23-03-2020,7.6385,82.1255
20-03-2020,7.5919,80.465
19-03-2020,7.6849,81.14
18-03-2020,7.6925,81.1355
17-03-2020,7.7095,81.567
16-03-2020,7.8351,82.8075
13-03-2020,7.7587,81.8765
12-03-2020,7.8877,83.468
11-03-2020,7.8801,83.5215
10-03-2020,7.924,84.11
09-03-2020,7.96,84.96
06-03-2020,7.8511,83.586
05-03-2020,7.7579,82.153
04-03-2020,7.7014,81.5025
03-03-2020,7.7572,81.429
02-03-2020,7.7469,80.917
28-02-2020,7.6662,79.285
27-02-2020,7.6813,78.538
26-02-2020,7.6329,77.9195
25-02-2020,7.6045,77.724
24-02-2020,7.6102,77.8265
21-02-2020,7.5945,77.754
20-02-2020,7.5787,77.2745
19-02-2020,7.5538,77.2345
18-02-2020,7.5732,77.39
17-02-2020,7.5645,77.342
14-02-2020,7.5757,77.466
13-02-2020,7.589,77.4495
12-02-2020,7.6073,77.8345
11-02-2020,7.6025,77.6945
10-02-2020,7.6471,78.107
07-02-2020,7.6711,78.3625
06-02-2020,7.6676,78.2845
05-02-2020,7.6858,78.433
04-02-2020,7.7298,78.712
03-02-2020,7.7681,79.0035
31-01-2020,7.6664,78.9055
30-01-2020,7.6504,79.011
29-01-2020,7.631,78.417
28-01-2020,7.6338,78.4545
27-01-2020,7.6477,78.7425
24-01-2020,7.6509,78.67
23-01-2020,7.6897,79.0965
22-01-2020,7.653,78.8665
21-01-2020,7.6732,79.1345
20-01-2020,7.6112,78.784
17-01-2020,7.6186,78.9567
16-01-2020,7.6837,79.221
15-01-2020,7.6746,78.8825
14-01-2020,7.6536,78.7285
13-01-2020,7.6697,78.8225
10-01-2020,7.6773,78.6915
09-01-2020,7.7011,79.162
08-01-2020,7.7184,79.709
07-01-2020,7.7562,80.265
06-01-2020,7.8049,80.5175
03-01-2020,7.7712,80.0085
02-01-2020,7.7946,79.9065
31-12-2019,7.8205,80.187
30-12-2019,7.8175,79.812
27-12-2019,7.8025,79.637
24-12-2019,7.7643,78.9525
23-12-2019,7.7652,78.9455
20-12-2019,7.7764,79.0035
19-12-2019,7.7931,79.032
18-12-2019,7.7783,78.895
17-12-2019,7.809,79.2035
16-12-2019,7.8025,79.1063
13-12-2019,7.79,79.061
12-12-2019,7.8374,78.9355
11-12-2019,7.796,78.4115
10-12-2019,7.7968,78.561
09-12-2019,7.796,78.707
06-12-2019,7.7993,79.0435
05-12-2019,7.8125,79.0195
04-12-2019,7.8149,79.2615
03-12-2019,7.814,79.43
02-12-2019,7.7625,78.9785
29-11-2019,7.7172,78.6875
28-11-2019,7.7416,78.8095
27-11-2019,7.7353,78.5495
26-11-2019,7.7576,78.8165
25-11-2019,7.7454,78.937
22-11-2019,7.7834,79.271
21-11-2019,7.7933,79.5675
20-11-2019,7.7786,79.423
19-11-2019,7.7829,79.3975
18-11-2019,7.7629,79.426
15-11-2019,7.7343,79.163
14-11-2019,7.721,79.1
13-11-2019,7.7281,79.319
12-11-2019,7.7187,78.969
11-11-2019,7.7404,78.9905
08-11-2019,7.7115,78.652
07-11-2019,7.7271,78.549
06-11-2019,7.7604,78.6855
05-11-2019,7.7734,78.529
04-11-2019,7.8425,78.9205
01-11-2019,7.844,78.816
31-10-2019,7.854,79.1125
30-10-2019,7.8371,78.7705
29-10-2019,7.8392,78.615
28-10-2019,7.8366,78.4355
25-10-2019,7.8524,78.7515
24-10-2019,7.8704,79.022
23-10-2019,7.8684,78.8245
22-10-2019,7.8795,78.9245
21-10-2019,7.9025,79.169
18-10-2019,7.8941,79.2735
17-10-2019,7.8657,79.0785
16-10-2019,7.827,78.768
15-10-2019,7.7943,78.696
14-10-2019,7.7988,78.5245
11-10-2019,7.8417,78.4875
10-10-2019,7.8567,78.3555
09-10-2019,7.8265,78.034
08-10-2019,7.8474,78.144
07-10-2019,7.8582,78.0435
04-10-2019,7.8497,77.8415
03-10-2019,7.8282,77.7155
02-10-2019,7.8096,77.8275
01-10-2019,7.7903,77.492
30-09-2019,7.7784,77.1615
27-09-2019,7.7947,77.0685
26-09-2019,7.7976,77.56
25-09-2019,7.8239,78.0215
24-09-2019,7.8199,78.0635
23-09-2019,7.8279,77.9405
20-09-2019,7.8207,78.2925
19-09-2019,7.8518,78.9335
18-09-2019,7.8349,78.707
17-09-2019,7.8249,79.147
16-09-2019,7.7957,78.9825
13-09-2019,7.8589,78.7415
12-09-2019,7.7702,77.998
11-09-2019,7.8309,78.872
10-09-2019,7.8445,79.3815
09-09-2019,7.861,79.0815
06-09-2019,7.8442,79.0805
05-09-2019,7.8996,79.4125
04-09-2019,7.8808,79.389
03-09-2019,7.8513,79.197
02-09-2019,7.8657,78.892
30-08-2019,7.8908,78.8365
29-08-2019,7.9081,79.3415
28-08-2019,7.9357,79.5905
27-08-2019,7.9519,79.4225
26-08-2019,7.9429,80.063
23-08-2019,7.8439,79.304
22-08-2019,7.8523,79.589
21-08-2019,7.8438,79.4655
20-08-2019,7.818,79.441
19-08-2019,7.8283,79.28
16-08-2019,7.7978,78.804
15-08-2019,7.8463,79.5205
14-08-2019,7.8526,79.7425
13-08-2019,7.9303,80.1865
12-08-2019,7.9014,79.746
09-08-2019,7.9039,79.2935
08-08-2019,7.8873,79.175
07-08-2019,7.8957,79.402
06-08-2019,7.8521,79.215
05-08-2019,7.8705,79.1529
02-08-2019,7.7058,77.34
01-08-2019,7.6177,76.272
31-07-2019,7.6743,76.6965
30-07-2019,7.6761,76.7575
29-07-2019,7.6648,76.474
26-07-2019,7.6609,76.74
25-07-2019,7.6393,76.675
24-07-2019,7.6588,76.8285
23-07-2019,7.6856,77.015
22-07-2019,7.7168,77.3085
19-07-2019,7.7217,77.2545
18-07-2019,7.7168,77.2775
17-07-2019,7.7131,77.2335
16-07-2019,7.7187,77.087
15-07-2019,7.7484,77.2205
12-07-2019,7.7432,77.242
11-07-2019,7.7477,77.1495
10-07-2019,7.7227,76.951
09-07-2019,7.7155,76.781
08-07-2019,7.7173,76.8955
05-07-2019,7.7425,77.1095
04-07-2019,7.7567,77.3335
03-07-2019,7.7703,77.747
02-07-2019,7.7706,77.928
01-07-2019,7.7654,78.236
28-06-2019,7.8185,78.524
27-06-2019,7.8199,78.5675
26-06-2019,7.8139,78.5705
25-06-2019,7.8347,78.9725
24-06-2019,7.8354,79.0865
21-06-2019,7.7792,78.6985
20-06-2019,7.7502,78.5065
19-06-2019,7.7378,78.0755
18-06-2019,7.7486,78.0005
17-06-2019,7.7794,78.577
14-06-2019,7.7997,78.608
13-06-2019,7.8144,78.4745
12-06-2019,7.8346,78.491
11-06-2019,7.8243,78.6155
10-06-2019,7.8365,78.6445
07-06-2019,7.7893,78.332
06-06-2019,7.788,78.018
05-06-2019,7.7754,78.0475
04-06-2019,7.7686,77.874
03-06-2019,7.7253,77.472
31-05-2019,7.7045,77.741
30-05-2019,7.6903,77.8115
29-05-2019,7.7081,77.8925
28-05-2019,7.7345,77.9025
27-05-2019,7.7254,77.8585
24-05-2019,7.7206,77.8
23-05-2019,7.7058,77.915
22-05-2019,7.7108,77.86
21-05-2019,7.7081,77.783
20-05-2019,7.7228,77.786
17-05-2019,7.7245,78.433
16-05-2019,7.7067,78.469
15-05-2019,7.6925,78.6785
14-05-2019,7.7252,79.0375
13-05-2019,7.7335,79.342
10-05-2019,7.6628,78.6075
09-05-2019,7.6374,78.3435
08-05-2019,7.595,78.0805
07-05-2019,7.571,77.64
06-05-2019,7.5771,77.7325
03-05-2019,7.5124,77.259
02-05-2019,7.5508,77.782
30-04-2019,7.5541,78.0615
29-04-2019,7.5067,77.8635
26-04-2019,7.4991,77.9495
25-04-2019,7.5047,78.179
24-04-2019,7.5304,78.295
23-04-2019,7.5557,78.3125
18-04-2019,7.5445,78.068
17-04-2019,7.5594,78.457
16-04-2019,7.5846,78.6445
15-04-2019,7.5867,78.5405
12-04-2019,7.5939,78.2915
11-04-2019,7.5672,77.6855
10-04-2019,7.5758,77.9945
09-04-2019,7.5688,78.188
08-04-2019,7.5561,78.3215
05-04-2019,7.5457,77.787
04-04-2019,7.5353,77.593
03-04-2019,7.5423,76.9305
02-04-2019,7.5265,77.0035
01-04-2019,7.541,77.8885
29-03-2019,7.5397,77.719
28-03-2019,7.5595,77.7765
27-03-2019,7.5729,77.86
26-03-2019,7.5818,77.7555
25-03-2019,7.6015,78.046
22-03-2019,7.5868,77.958
21-03-2019,7.6198,78.0715
20-03-2019,7.6014,78.136
19-03-2019,7.6237,78.351
18-03-2019,7.6186,77.781
15-03-2019,7.5922,78.074
14-03-2019,7.5984,78.473
13-03-2019,7.5818,78.662
12-03-2019,7.5643,78.5175
11-03-2019,7.5612,78.547
08-03-2019,7.5451,78.733
07-03-2019,7.5622,78.884
06-03-2019,7.5857,79.432
05-03-2019,7.5939,79.936
04-03-2019,7.5985,80.363
01-03-2019,7.6332,80.695
28-02-2019,7.6309,80.8915
27-02-2019,7.6073,81.1585
26-02-2019,7.6077,80.853
25-02-2019,7.5952,80.5315
22-02-2019,7.6109,80.553
21-02-2019,7.6275,80.7435
20-02-2019,7.6244,80.7035
19-02-2019,7.6418,80.6985
18-02-2019,7.6637,80.8835
15-02-2019,7.6236,80.361
14-02-2019,7.6347,80.203
13-02-2019,7.6474,80.066
12-02-2019,7.6477,79.801
11-02-2019,7.6781,80.448
08-02-2019,7.6527,80.8655
07-02-2019,7.652,81.0855
06-02-2019,7.685,81.5535
05-02-2019,7.6938,81.8395
04-02-2019,7.7194,82.1905
01-02-2019,7.7262,81.771
31-01-2019,7.701,81.686
30-01-2019,7.6767,81.351
29-01-2019,7.6927,81.306
28-01-2019,7.6997,81.232
25-01-2019,7.6699,80.634
24-01-2019,7.7041,80.656
23-01-2019,7.7147,81.0535
22-01-2019,7.7299,81.046
21-01-2019,7.7238,80.9335
18-01-2019,7.7291,81.0875
17-01-2019,7.7167,80.9765
16-01-2019,7.7018,81.0055
15-01-2019,7.723,81.231
14-01-2019,7.7595,81.2195
11-01-2019,7.7922,81.3475
10-01-2019,7.8213,81.2005
09-01-2019,7.8226,80.6365
08-01-2019,7.8405,80.245
07-01-2019,7.8421,79.6895
04-01-2019,7.828,79.4315
03-01-2019,7.8019,79.608
02-01-2019,7.8165,79.9855
31-12-2018,7.8751,79.7298
28-12-2018,7.8778,80.2255
27-12-2018,7.8109,79.9445
24-12-2018,7.873,80.019
21-12-2018,7.8825,80.04
20-12-2018,7.8864,79.949
19-12-2018,7.8683,80.116
18-12-2018,7.8455,80.253
17-12-2018,7.8222,81.213
14-12-2018,7.788,81.225
13-12-2018,7.8246,81.428
12-12-2018,7.8155,81.69
11-12-2018,7.8498,81.8215
10-12-2018,7.8967,82.7284
07-12-2018,7.8244,80.509
06-12-2018,7.8239,80.495
05-12-2018,7.7848,80.066
04-12-2018,7.7986,80.472
03-12-2018,7.8074,79.791
30-11-2018,7.8897,79.0815
29-11-2018,7.9063,79.537
28-11-2018,7.8464,79.643
27-11-2018,7.8708,80.162
26-11-2018,7.8869,80.5385
23-11-2018,7.8866,80.204
22-11-2018,7.9052,80.6045
21-11-2018,7.9121,81.352
20-11-2018,7.9299,81.65
19-11-2018,7.9349,81.8825
16-11-2018,7.8859,81.5735
15-11-2018,7.8448,81.37
14-11-2018,7.8543,81.674
13-11-2018,7.8354,81.839
12-11-2018,7.8447,82.1106
09-11-2018,7.8852,82.264
08-11-2018,7.9192,82.7195
07-11-2018,7.9426,83.28
06-11-2018,7.9015,83.3785
05-11-2018,7.878,83.092
02-11-2018,7.8712,82.7085
01-11-2018,7.9046,83.68
31-10-2018,7.8935,83.7305
30-10-2018,7.9203,83.728
29-10-2018,7.9195,83.5595
26-10-2018,7.8801,83.34
25-10-2018,7.9276,83.6525
24-10-2018,7.909,83.3255
23-10-2018,7.9613,84.4435
22-10-2018,7.9801,84.546
19-10-2018,7.9489,84.123
18-10-2018,7.9835,84.685
17-10-2018,7.9887,84.8915
16-10-2018,8.0095,85.12
15-10-2018,8.0135,85.4735
12-10-2018,8.0043,85.1445
11-10-2018,7.9982,85.7615
10-10-2018,7.9621,85.3605
09-10-2018,7.9185,85.084
08-10-2018,7.9502,85.008
05-10-2018,7.9033,84.8835
04-10-2018,7.9006,84.628
03-10-2018,7.9321,84.717
02-10-2018,7.9287,84.7
01-10-2018,7.972,84.6215
28-09-2018,7.9662,83.916
27-09-2018,8.055,84.983
26-09-2018,8.0685,85.219
25-09-2018,8.0958,85.6125
24-09-2018,8.0729,85.5665
21-09-2018,8.0503,84.8905
20-09-2018,8.0559,84.751
19-09-2018,7.9983,84.4515
18-09-2018,8.0317,85.361
17-09-2018,8.0139,84.6355
14-09-2018,8.012,83.946
13-09-2018,7.9542,83.7
12-09-2018,7.9588,83.6705
11-09-2018,7.9499,84.0965
10-09-2018,7.9413,83.8375
07-09-2018,7.9476,83.32
06-09-2018,7.9451,83.7175
05-09-2018,7.9128,83.1035
04-09-2018,7.9079,82.7665
03-09-2018,7.9219,82.6735
31-08-2018,7.9664,82.7245
30-08-2018,7.9887,82.715
29-08-2018,7.9626,82.3405
28-08-2018,7.9641,82.0965
27-08-2018,7.9396,81.623
24-08-2018,7.9326,81.0115
23-08-2018,7.9643,81.1815
22-08-2018,7.947,81.19
21-08-2018,7.8748,80.3015
20-08-2018,7.8351,79.74
17-08-2018,7.842,79.9195
16-08-2018,7.8396,79.807
15-08-2018,7.8298,79.1635
14-08-2018,7.8488,79.7315
13-08-2018,7.8537,79.8405
10-08-2018,7.8468,78.852
09-08-2018,7.9053,79.5825
08-08-2018,7.9231,79.5295
07-08-2018,7.9171,79.685
06-08-2018,7.9066,79.49
03-08-2018,7.9195,79.512
02-08-2018,7.9518,79.7915
01-08-2018,7.9519,79.9705
31-07-2018,8.0178,80.4445
30-07-2018,7.9712,80.1965
27-07-2018,7.9454,79.8465
26-07-2018,7.9464,80.448
25-07-2018,7.9047,80.364
24-07-2018,7.9561,80.71
23-07-2018,7.9508,80.673
20-07-2018,7.921,80.321
19-07-2018,7.8553,80.0155
18-07-2018,7.8042,79.684
17-07-2018,7.8324,80.1405
16-07-2018,7.8273,80.3515
13-07-2018,7.8012,79.732
12-07-2018,7.778,79.8805
11-07-2018,7.8359,80.7045
10-07-2018,7.7767,80.617
09-07-2018,7.7967,80.9585
06-07-2018,7.7937,80.746
05-07-2018,7.7672,80.73
04-07-2018,7.7207,80.027
03-07-2018,7.7481,79.931
02-07-2018,7.7586,80.0705
29-06-2018,7.717,79.813
28-06-2018,7.6728,79.683
27-06-2018,7.6649,79.694
26-06-2018,7.6749,79.7095
25-06-2018,7.6468,79.645
22-06-2018,7.5689,79.03
21-06-2018,7.4977,78.4145
20-06-2018,7.4953,78.86
19-06-2018,7.4765,78.867
18-06-2018,7.478,79.0145
15-06-2018,7.4463,78.8705
14-06-2018,7.5009,79.2925
13-06-2018,7.5293,79.534
12-06-2018,7.5496,79.5015
11-06-2018,7.5518,79.498
08-06-2018,7.5333,79.342
07-06-2018,7.566,79.438
06-06-2018,7.523,78.731
05-06-2018,7.477,78.3975
04-06-2018,7.5166,78.712
01-06-2018,7.4883,78.314
31-05-2018,7.4951,78.802
30-05-2018,7.4673,78.388
29-05-2018,7.4174,78.406
28-05-2018,7.4508,78.528
25-05-2018,7.4611,79.1505
24-05-2018,7.4868,80.193
23-05-2018,7.4797,80.1055
22-05-2018,7.5112,80.2105
21-05-2018,7.5097,80.128
18-05-2018,7.5147,80.1115
17-05-2018,7.5174,79.9645
16-05-2018,7.5137,79.8925
15-05-2018,7.5606,80.872
14-05-2018,7.5973,80.9545
11-05-2018,7.5572,80.36
10-05-2018,7.5419,79.8905
09-05-2018,7.5628,79.901
08-05-2018,7.5586,79.63
07-05-2018,7.5778,79.904
04-05-2018,7.6113,80.027
03-05-2018,7.6135,79.8965
02-05-2018,7.6353,80.0455
30-04-2018,7.6574,80.1685
27-04-2018,7.6517,80.4645
26-04-2018,7.6962,81.224
25-04-2018,7.7048,81.6095
24-04-2018,7.7012,81.0765
23-04-2018,7.7208,81.2845
20-04-2018,7.7449,81.39
19-04-2018,7.7717,81.458
18-04-2018,7.7826,81.346
17-04-2018,7.7639,81.108
16-04-2018,7.7726,81.0175
13-04-2018,7.7363,80.316
12-04-2018,7.7452,80.417
11-04-2018,7.7815,80.8735
10-04-2018,7.7741,80.3375
09-04-2018,7.7686,79.9545
06-04-2018,7.7138,79.481
05-04-2018,7.7302,79.601
04-04-2018,7.7409,79.954
03-04-2018,7.7351,80.014
29-03-2018,7.7468,80.296
28-03-2018,7.7971,80.8005
27-03-2018,7.773,80.413
26-03-2018,7.7924,80.5105
23-03-2018,7.7975,80.255
22-03-2018,7.8016,80.183
21-03-2018,7.777,80.117
20-03-2018,7.7744,80.037
19-03-2018,7.7944,80.2455
16-03-2018,7.781,79.867
15-03-2018,7.7966,80.155
14-03-2018,7.8089,80.1975
13-03-2018,7.8265,80.284
12-03-2018,7.7886,79.9785
09-03-2018,7.7895,80.1315
08-03-2018,7.8696,80.898
07-03-2018,7.8484,80.578
06-03-2018,7.8538,80.5845
05-03-2018,7.803,80.1275
02-03-2018,7.8121,80.3205
01-03-2018,7.729,79.3245
28-02-2018,7.7285,79.623
27-02-2018,7.7665,79.803
26-02-2018,7.7723,79.803
23-02-2018,7.7914,79.6515
22-02-2018,7.8085,79.8895
21-02-2018,7.8112,79.7295
20-02-2018,7.829,80.003
19-02-2018,7.8734,79.7375
16-02-2018,7.9077,80.044
15-02-2018,7.9261,79.849
14-02-2018,7.8341,79.1165
13-02-2018,7.8244,79.273
12-02-2018,7.7604,78.894
09-02-2018,7.7362,79.0045
08-02-2018,7.7549,78.7715
07-02-2018,7.7416,79.2655
06-02-2018,7.7446,79.2415
05-02-2018,7.8248,79.7435
02-02-2018,7.855,80.0205
01-02-2018,7.8451,79.766
31-01-2018,7.834,79.18
30-01-2018,7.8566,79.057
29-01-2018,7.8383,78.7055
26-01-2018,7.8693,79.1055
25-01-2018,7.8549,78.865
24-01-2018,7.8719,78.673
23-01-2018,7.8466,78.118
22-01-2018,7.8374,78.2225
19-01-2018,7.8481,78.239
18-01-2018,7.8582,78.121
17-01-2018,7.8528,78.011
16-01-2018,7.878,78.33
15-01-2018,7.904,77.9805
12-01-2018,7.8417,77.1915
11-01-2018,7.8127,76.5335
10-01-2018,7.7996,76.263
09-01-2018,7.7865,76.0215
08-01-2018,7.7816,76.0375
05-01-2018,7.8151,76.329
04-01-2018,7.838,76.498
03-01-2018,7.8168,76.3455
02-01-2018,7.8338,76.6005
29-12-2017,7.8044,76.6055
28-12-2017,7.8001,76.473
27-12-2017,7.7975,76.3125
22-12-2017,7.7945,75.9065
21-12-2017,7.8092,75.9275
20-12-2017,7.7926,75.9475
19-12-2017,7.8068,75.7025
18-12-2017,7.8055,75.7645
15-12-2017,7.8022,75.6085
14-12-2017,7.8278,76.2465
13-12-2017,7.7692,75.617
12-12-2017,7.7875,75.77
11-12-2017,7.8069,75.9805
08-12-2017,7.7729,75.6775
07-12-2017,7.8013,76.111
06-12-2017,7.8169,76.243
05-12-2017,7.8356,76.3015
04-12-2017,7.8532,76.409
01-12-2017,7.8551,76.655
30-11-2017,7.8377,76.3875
29-11-2017,7.8106,76.062
28-11-2017,7.8431,76.5795
27-11-2017,7.8905,77.093
24-11-2017,7.8447,76.8205
23-11-2017,7.7881,76.512
22-11-2017,7.7755,76.251
21-11-2017,7.7725,76.0705
20-11-2017,7.8155,76.6975
17-11-2017,7.8239,76.682
16-11-2017,7.8065,76.891
15-11-2017,7.8404,77.215
14-11-2017,7.795,76.815
13-11-2017,7.741,76.291
10-11-2017,7.7412,75.94
09-11-2017,7.7193,75.56
08-11-2017,7.6838,75.3205
07-11-2017,7.675,75.147
06-11-2017,7.6889,74.9555
03-11-2017,7.72,75.214
02-11-2017,7.7011,75.229
01-11-2017,7.6767,75.013
31-10-2017,7.7177,75.356
30-10-2017,7.7165,75.356
27-10-2017,7.7225,75.502
26-10-2017,7.8003,76.23
25-10-2017,7.8317,76.514
24-10-2017,7.8022,76.579
23-10-2017,7.7957,76.3365
20-10-2017,7.8217,76.8288
19-10-2017,7.831,76.954
18-10-2017,7.7867,76.4305
17-10-2017,7.7846,76.4695
16-10-2017,7.7782,76.4155
13-10-2017,7.7831,76.7125
12-10-2017,7.8111,77.0996
11-10-2017,7.7989,77.066
10-10-2017,7.7609,76.972
09-10-2017,7.7788,76.7625
06-10-2017,7.7891,76.544
05-10-2017,7.8108,76.4965
04-10-2017,7.8163,76.641
03-10-2017,7.8073,76.987
02-10-2017,7.8138,76.6965
29-09-2017,7.8534,77.069
28-09-2017,7.8436,77.115
27-09-2017,7.7984,77.153
26-09-2017,7.8189,77.1935
25-09-2017,7.8599,77.2635
22-09-2017,7.8805,77.501
21-09-2017,7.848,77.1495
20-09-2017,7.8948,77.1965
19-09-2017,7.8832,77.0174
18-09-2017,7.852,76.6315
15-09-2017,7.8299,76.6625
14-09-2017,7.7918,76.2095
13-09-2017,7.8249,76.6655
12-09-2017,7.8024,76.4385
11-09-2017,7.8329,76.674
08-09-2017,7.7926,76.9245
07-09-2017,7.7698,76.6325
06-09-2017,7.785,76.4925
05-09-2017,7.7865,76.2475
04-09-2017,7.7728,76.2395
01-09-2017,7.8185,76.3275
31-08-2017,7.8059,75.5995
30-08-2017,7.8559,76.2925
29-08-2017,7.9467,77.134
28-08-2017,7.8979,76.2065
25-08-2017,7.8596,75.5975
24-08-2017,7.8646,75.5965
23-08-2017,7.8584,75.6075
22-08-2017,7.843,75.4515
21-08-2017,7.8462,75.4385
18-08-2017,7.8332,75.3065
17-08-2017,7.811,75.0595
16-08-2017,7.8393,75.1665
15-08-2017,7.8488,75.3025
14-08-2017,7.8713,75.639
11-08-2017,7.8414,75.496
10-08-2017,7.8068,75.208
09-08-2017,7.8316,74.914
08-08-2017,7.9163,75.1865
07-08-2017,7.9281,75.3005
04-08-2017,7.9757,75.5035
03-08-2017,7.9726,75.521
02-08-2017,7.9559,75.3272
01-08-2017,7.9371,75.7145
31-07-2017,7.8896,75.2708
28-07-2017,7.9087,75.2555
27-07-2017,7.8811,75.023
26-07-2017,7.8646,74.9375
25-07-2017,7.8949,75.292
24-07-2017,7.8622,75.0105
21-07-2017,7.8798,74.9045
20-07-2017,7.776,74.01
19-07-2017,7.7889,74.1515
18-07-2017,7.8001,74.337
17-07-2017,7.7591,73.7525
14-07-2017,7.7419,73.495
13-07-2017,7.7443,73.5825
12-07-2017,7.7716,73.8865
11-07-2017,7.7577,73.665
10-07-2017,7.7484,73.4405
07-07-2017,7.759,73.6955
06-07-2017,7.7443,73.7325
05-07-2017,7.706,73.4075
04-07-2017,7.722,73.497
03-07-2017,7.7253,73.737
30-06-2017,7.7385,73.7445
29-06-2017,7.7412,73.713
28-06-2017,7.7348,73.4345
27-06-2017,7.6853,72.7545
26-06-2017,7.6541,72.098
23-06-2017,7.6413,72.1025
22-06-2017,7.6323,72.1515
21-06-2017,7.6091,71.9005
20-06-2017,7.6159,71.9705
19-06-2017,7.6342,72.1465
16-06-2017,7.6089,71.9515
15-06-2017,7.5985,72.142
14-06-2017,7.6147,72.035
13-06-2017,7.6245,72.193
12-06-2017,7.6284,72.308
09-06-2017,7.5962,71.8
08-06-2017,7.6332,72.1365
07-06-2017,7.6253,72.178
06-06-2017,7.6491,72.5835
05-06-2017,7.6553,72.402
02-06-2017,7.6507,72.2855
01-06-2017,7.6389,72.3235
31-05-2017,7.6449,72.334
30-05-2017,7.6597,72.2415
29-05-2017,7.6714,72.205
26-05-2017,7.6782,72.2175
25-05-2017,7.7018,72.445
24-05-2017,7.7119,72.4575
23-05-2017,7.7277,72.7795
22-05-2017,7.7457,72.557
19-05-2017,7.7015,72.202
18-05-2017,7.6698,72.3908
17-05-2017,7.6552,71.261
16-05-2017,7.6185,70.8505
15-05-2017,7.5629,70.2725
12-05-2017,7.5047,69.9395
11-05-2017,7.4957,69.906
10-05-2017,7.5116,70.239
09-05-2017,7.5201,70.3975
